name,所在地,TEL,url,営業時間,定休日,image_url,免許
(有)Dプラン開発,沖縄県糸満市潮崎町 3-15-6,098-996-4681,https://www.e-uchina.net/fudosan_kaisha/5911,09:00〜17:30,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005911/8c6414d230f559607f3cc17d20e091308f9d34dc.jpg,沖縄県知事免許(2)第4249号
(株)ディーライフ,沖縄県宮古島市平良字西里 251-1,0980-74-2201,https://www.e-uchina.net/fudosan_kaisha/6352,09:00〜18:00,,https://cdn.e-uchina.net/media/shop/006352/50783b96e9323618145d0fd59cc7f6ecd42a63c8.jpg,沖縄県知事免許(3)第3519号
有限会社ディー・ランド,沖縄県那覇市曙 2-3-1,080-9102-2261,https://www.e-uchina.net/fudosan_kaisha/6792,平日 09:00〜18:00第1・3・5土曜 09:00〜12:00,日祝日・第2、第4土曜日・GW・年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(7)第2737号
(株)T・Yコーポレーション,沖縄県那覇市楚辺 1-12-23,098-836-2627,https://www.e-uchina.net/fudosan_kaisha/6862,09:00〜18:00,,https://cdn.e-uchina.net/media/shop/006862/de0fb404f71deb534073319c65bbeaf543a34730.jpg,沖縄県知事免許(2)第4416号
株式会社 T&C LABO,沖縄県うるま市安慶名 1-7-31,098-979-2020,https://www.e-uchina.net/fudosan_kaisha/7573,平日 09:00〜18:00日曜日 10:00〜17:00 日曜日は事前予約制になりますので、ご予約がない場合は休日とさせて頂きます。ご了承くださいませ。,毎週水、日曜日、お正月・お盆,https://cdn.e-uchina.net/media/shop/007573/eecc50917af8a5db70f4d7409a95bed9ef13d24e.jpg,沖縄県知事免許（１）第５０６９号
テイケイハウス株式会社,沖縄県那覇市安次嶺 6-16 1階,098-894-6405,https://www.e-uchina.net/fudosan_kaisha/7541,月ー土 10:00〜19:00,日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,国土交通大臣(1)第9068号
てぃだ住宅,沖縄県沖縄市大里 2-5-8,098-921-4870,https://www.e-uchina.net/fudosan_kaisha/5445,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005445/0aa2e6a89f64dbd1ab58d2bdba4513e9f3f3eab2.jpg,沖縄県知事免許(3)第3430号
(有)てぃだホーム,沖縄県宜野湾市野嵩 1-36-6 サンライズマンション109号室,098-893-0300,https://www.e-uchina.net/fudosan_kaisha/5575,月-土 09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005575/31178a0e533093dd769f15ca2745a2d33f90fb5a.jpg,沖縄県知事免許(8)第2147号
ティ・ マックス(株),沖縄県那覇市天久 2-22-29 2F,098-860-4340,https://www.e-uchina.net/fudosan_kaisha/5588,月-土 10:00〜18:00,日曜・祝祭日（事前予約で対応可能です！）,https://cdn.e-uchina.net/media/shop/005588/e5ad6325a67c29e1e4e846ea43f959cf7f0500eb.jpg,沖縄県知事免許(3)第4418号
（株）てだこ,沖縄県浦添市当山 2-5-6 ウエストヴィラ21（2F）,098-877-3333,https://www.e-uchina.net/fudosan_kaisha/5034,平日 10:00〜18:30,日曜・年末年始・会社指定休あり,https://cdn.e-uchina.net/media/shop/005034/e68744fe633b65422164b485f3b3d998dce9568f.jpg,沖縄県知事免許(7)第2839号
（同）Ｔｅｃｈ３ＯＫＩＮＡＷＡ,沖縄県宜野湾市我如古 3-11-3 105,098-988-4490,https://www.e-uchina.net/fudosan_kaisha/7816,10:00〜17:30,日曜・祝日・お盆・GW・年末年始,https://cdn.e-uchina.net/media/shop/007816/4c2f09fa16cffe8ebf8683c7aea009c4f2355a35.jpg,沖縄県知事免許(1)第5291号
(株)テラス,沖縄県那覇市宇栄原 6-14-5 ヒロマンション 102,098-987-4030,https://www.e-uchina.net/fudosan_kaisha/5681,09:00〜18:00,土曜日・日曜日・祝日・祭日,https://cdn.e-uchina.net/media/shop/005681/d036db67e96bc230c94557a40d1efe254b72e6d6.jpg,沖縄県知事免許(3)第4105号
照一宅建,沖縄県うるま市高江洲 937-3,098-974-0878,https://www.e-uchina.net/fudosan_kaisha/5401,月～金 09:00〜18:00土曜日 09:00〜15:00,日・祝祭日（土3：00迄）,https://cdn.e-uchina.net/media/shop/005401/75b205d78e877074300127dc49e3372a49666b29.jpg,沖縄県知事免許(10)第1214号
(株)テルソウ 小禄支店,沖縄県那覇市小禄 662,098-857-0490,https://www.e-uchina.net/fudosan_kaisha/5395,月〜金 09:00〜17:30土 10:00〜17:30,日・祝日,https://cdn.e-uchina.net/media/shop/005395/dd813fd090a5959faca21df431dd75a4fd70b183.jpg,沖縄県知事免許(6)第3020号
(株)照正興産,沖縄県南風原町与那覇 511-1,098-888-6633,https://www.e-uchina.net/fudosan_kaisha/5674,09:30〜17:00,土曜・日曜・祝日　定休日,https://cdn.e-uchina.net/media/shop/005674/4156d1e69399ce41751691689c7fe06f5535e47e.jpg,沖縄県知事免許(9)第2278号
(株)照正興産　中部支店,沖縄県沖縄市松本 850,098-888-6633,https://www.e-uchina.net/fudosan_kaisha/6556,09:30〜17:00,土曜・日曜・祝日　定休日,https://cdn.e-uchina.net/media/shop/006556/280d4e0978e86c404556e6f52c8d1c250045d8e1.jpg,沖縄県知事(9)第2278号
(有)テレコン沖縄,沖縄県沖縄市泡瀬 6-21-13,098-934-5400,https://www.e-uchina.net/fudosan_kaisha/5642,09:00〜18:00,ナシ,https://cdn.e-uchina.net/media/shop/005642/60799aa8ab7c6a7b8a720b18f2c2e573d8ed2a1b.jpg,沖縄県知事免許(2)第4041号
(有)天外天,沖縄県那覇市小禄 780 サンハイツ 101-B,098-851-4018,https://www.e-uchina.net/fudosan_kaisha/5850,09:00〜18:00,土曜日・日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005850/b5d1d8a9b456de5fc09b0a14c0f6eefca3b6d977.jpg,沖縄県知事免許(3)第4283号
10ホーム,沖縄県沖縄市越来 3-14-43 きのみビル101号,098-934-1451,https://www.e-uchina.net/fudosan_kaisha/5258,09:00〜19:00,日曜,https://cdn.e-uchina.net/media/shop/005258/bf1de827c102bce22b6269b8eee8f41550f05d6e.jpg,沖縄県知事免許(1)第3572号
(有)トーマ開発,沖縄県那覇市田原 231-8,098-857-9424,https://www.e-uchina.net/fudosan_kaisha/5777,10:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/005777/4893e77511e1172d82edec756810d864fa33fd5b.jpg,沖縄県知事免許(9)第2315号
トーマ不動産 (株),沖縄県糸満市西崎町 4-12 ※ファーマーズ糸満より工業地向け車1分,098-911-6533,https://www.e-uchina.net/fudosan_kaisha/5908,月-金 09:00〜17:00土曜日 09:00〜12:00,日曜・祝日　※事前予約で対応OK,https://cdn.e-uchina.net/media/shop/005908/b56fc0ea493a83c2b7ca1c2c9d6ff19a0db7d8eb.jpg,沖縄県知事免許(3)第4321号
(有)TAURUS HOUSING,沖縄県沖縄市中央 2-17-25 アーバンステージ宮里 1F,098-987-8191,https://www.e-uchina.net/fudosan_kaisha/5945,09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005945/ee9efe4dc3ac6adb3f11c575f1e607b3d04284a9.jpg,沖縄県知事免許(4)第3699号
(株)東亜うみそら不動産,沖縄県宜野湾市大山 3-1-3,098-988-4115,https://www.e-uchina.net/fudosan_kaisha/7554,09:30〜18:30,水曜日・日曜日・祝日・年末年始,https://cdn.e-uchina.net/media/shop/007554/c1b874e4a536414ec8acdd9b9a9dd5d8375eb386.jpg,沖縄県知事免許(1)第5327号
(有)東海不動産,沖縄県沖縄市高原 5-19-1,098-938-1788,https://www.e-uchina.net/fudosan_kaisha/5128,08:45〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005128/f88ec9b42723bdad794488eeb16dd5051ce9ee7c.jpg,沖縄県知事免許(7)第2821号
東急リゾート株式会社 沖縄営業所,沖縄県那覇市首里池端町 11,0120-002-723,https://www.e-uchina.net/fudosan_kaisha/5863,09:30〜18:00,毎週 火曜日・水曜日,https://cdn.e-uchina.net/media/shop/005863/b0d79dcf2e3105600a42b1e688c3db94029c67de.jpg,国土交通大臣免許(8)第4195号
(有)東建,沖縄県北谷町上勢頭 544-1,098-936-6641,https://www.e-uchina.net/fudosan_kaisha/5247,月〜金 09:00〜17:00土曜日 09:00〜12:00,日曜日 年末年始,https://cdn.e-uchina.net/media/shop/005247/33853f420ee7d7b86515f878dafa14c3ff4de68f.jpg,沖縄県知事免許(12)第0724号
東建コーポレーション株式会社,沖縄県那覇市おもろまち 4-21-7,098-941-5100,https://www.e-uchina.net/fudosan_kaisha/5067,10:00〜18:30,水曜日・年末年始・お盆,https://cdn.e-uchina.net/media/shop/005067/cb48cece63e0d93db80b0710d1b7f13cefb7fe06.jpg,国土交通大臣免許(8)第3058号
(株)トウシン不動産,沖縄県南風原町与那覇 144-1,098-888-3839,https://www.e-uchina.net/fudosan_kaisha/7738,10:00〜19:00,水曜日,https://cdn.e-uchina.net/media/shop/007738/75642378fc13cac2af3d0fbcd9995722533a6e3a.jpg,沖縄県知事免許第(1)5192号
株式会社東洋ハウジング,沖縄県豊見城市根差部 587,098-850-4722,https://www.e-uchina.net/fudosan_kaisha/5117,月ー金 09:00〜17:00土 日 祝日 10:00〜17:00,年中無休(正月、旧盆は除く),https://cdn.e-uchina.net/media/shop/005117/34f969b303c646de07eb07b587fcd55530234a4c.jpg,沖縄県知事免許(7)第2847号
十財株式会社,沖縄県沖縄市美原 2-1-40,098-989-0243,https://www.e-uchina.net/fudosan_kaisha/5878,09:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/005878/d2dd1ff373089367ae0e09a4766ebca680765238.jpg,沖縄県知事免許(3)第4316号
(株)徳里産業,沖縄県嘉手納町嘉手納 477,098-956-0789,https://www.e-uchina.net/fudosan_kaisha/5286,08:30〜17:30,日・祝祭日,https://cdn.e-uchina.net/media/shop/005286/46ee01a88de1e106a29c69e06c0420806959c1a3.jpg,沖縄県知事免許(8)第1908号
(有)徳里ハウジング,沖縄県嘉手納町嘉手納 477,098-956-2667,https://www.e-uchina.net/fudosan_kaisha/5281,平日 09:00〜17:00土曜日 09:00〜15:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005281/4ead8cb9302b658e4f776e657b04e19e657a39ee.jpg,沖縄県知事免許(5)第3485号
トクダ不動産,鹿児島県徳之島町亀津 5810-3,0997-83-0199,https://www.e-uchina.net/fudosan_kaisha/7934,10:00〜18:00,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事（5）5055
とくとくハウス,沖縄県糸満市潮平 630-3 1F,098-851-3291,https://www.e-uchina.net/fudosan_kaisha/5595,10:00〜18:00,水曜日・日曜日,https://cdn.e-uchina.net/media/shop/005595/2e275d7c279633f11c0d8be5213a369381c55628.jpg,沖縄県知事免許(2)第4432号
(有)トクミネ,沖縄県沖縄市海邦 1-16-18,098-934-2081,https://www.e-uchina.net/fudosan_kaisha/5458,営業A 09:00〜18:00営業B,日・祝祭日,https://cdn.e-uchina.net/media/shop/005458/308a67b215b75d38955dae9e282ce7381c3fbd44.jpg,沖縄県知事免許(1)第3965号
トップ住宅情報センター,沖縄県沖縄市知花 2-6-2,098-934-5211,https://www.e-uchina.net/fudosan_kaisha/5153,09:00〜18:00,日曜日・祝祭日・第2・3土曜日,https://cdn.e-uchina.net/media/shop/005153/c922baadd389fd8278be09e3c0c038f6da85e577.jpg,沖縄県知事免許(6)第3141号
(有)トップランド,沖縄県那覇市三原 1-22-45 山川ビル1F,098-832-3103,https://www.e-uchina.net/fudosan_kaisha/6764,09:00〜17:00,土曜・日曜,https://cdn.e-uchina.net/media/shop/006764/dc798aace39b56ebb9b42b989e2588942434763b.jpg,沖縄県知事（5）第3302号
(有)とみながコーポレーション,沖縄県那覇市首里汀良町 2-21,098-885-6118,https://www.e-uchina.net/fudosan_kaisha/5060,09:00〜19:00第２、４、５土曜日 09:00〜18:00,第1、3土曜日・日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005060/73807763bacb8dc40c2e316989bb0bb01aaac009.jpg,沖縄県知事免許(5)第3295号
(有)とみや不動産,沖縄県宜野湾市新城 2-44-20,098-892-1277,https://www.e-uchina.net/fudosan_kaisha/5602,09:30〜17:30,日曜日　祝日,https://cdn.e-uchina.net/media/shop/005602/eea0969cc3f3e165c47f5da55dba2eb98f5ddde5.jpg,沖縄県知事免許(9)第2047号
(有)TOM住宅,沖縄県宜野湾市真栄原 1-2-5,098-898-1008,https://www.e-uchina.net/fudosan_kaisha/5120,月ー土 09:00〜18:00,水曜日、日曜日、祝日,https://cdn.e-uchina.net/media/shop/005120/a1cf9048cc0b67e8ac4ebb4f878351863401a695.jpg,沖縄県知事免許(８)第2779号
(有)トモ住建,沖縄県那覇市前島 2-14-23 1F,098-866-6723,https://www.e-uchina.net/fudosan_kaisha/5092,09:30〜18:30,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005092/b4ecb06d4b3beead1358927b6d8355242a9e176e.jpg,沖縄県知事免許(8)第2699号
合同会社友ホーム,沖縄県うるま市みどり町 2-6-21,098-988-7824,https://www.e-uchina.net/fudosan_kaisha/6329,08:30〜17:30,日・祝祭日,https://cdn.e-uchina.net/media/shop/006329/59f05a5b19ae6804e455b0fb606c4181246f76dc.jpg,沖縄県知事免許(1)第5562
トモマサ不動産商事,沖縄県那覇市繁多川 1-15-5,098-855-2553,https://www.e-uchina.net/fudosan_kaisha/5008,09:00〜19:00,日曜 / 祝祭日,https://cdn.e-uchina.net/media/shop/005008/0dc24c6eb1f5c8ddae499ab56d9a3ccdf739f5d9.jpg,沖縄県知事免許(5)第3476号
トラスエステート TRUSS(株),沖縄県宜野湾市伊佐 3-15-12,098-943-3596,https://www.e-uchina.net/fudosan_kaisha/7665,10:00〜18:00,土曜日/日曜日/祝日,https://cdn.e-uchina.net/media/shop/007665/b6f46bdc95cfadde5ac04a43b5218ba11dc4172f.jpg,沖縄県知事(1)第5541号
(株)トラストプラン・シュン,沖縄県南城市知念字久原 399,098-943-1600,https://www.e-uchina.net/fudosan_kaisha/7463,08:30〜17:00,日曜日,https://cdn.e-uchina.net/media/shop/007463/c2320bb5bb098a14e0d96afb66ed59368e6dcb0d.jpg,沖縄県知事(1)第4819号
(株)トラストホーム,沖縄県豊見城市宜保 249-3 ラピスMONA102,098-850-7727,https://www.e-uchina.net/fudosan_kaisha/6743,09:00〜18:00,第２土曜日・祝日・日曜日,https://cdn.e-uchina.net/media/shop/006743/4abd9de164cac299ac77579623d6f14ac09dc2a3.jpg,沖縄県知事免許(2)第4539号
株式会社ドリームキャッチ,沖縄県宜野湾市伊佐 3-23-10 ShinApt101,098-943-6057,https://www.e-uchina.net/fudosan_kaisha/7415,10:00〜18:00,土・日・祝,https://cdn.e-uchina.net/media/shop/007415/e6efbd2cf5b62b140d09e0ae05879da0fd8ea782.jpg,沖縄県知事免許（2）第4902号
ドリームハウス,沖縄県西原町呉屋 102-2,098-946-3553,https://www.e-uchina.net/fudosan_kaisha/5318,09:30〜18:30,日祝祭日,https://cdn.e-uchina.net/media/shop/005318/37a32987a397ceb23c1ded738a36445e58b62770.jpg,沖縄県知事免許(1)第3341号
(有)トレジャーハウス,沖縄県那覇市壺屋 2-3-22,098-833-8255,https://www.e-uchina.net/fudosan_kaisha/5408,月～金曜 09:30〜18:00土曜 09:30〜17:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005408/ac32dbbf283075167fb0357c675e381819fc44d5.jpg,沖縄県知事免許(４)第3567号
LIXIL不動産ショップ　Nice不動産　本店,沖縄県浦添市前田 641-1,098-877-0713,https://www.e-uchina.net/fudosan_kaisha/7850,09:00〜18:00 ※物件案内は、毎日24:00まで行っております。ご予約の際は、当日18：00までにご連絡ください。,年中無休,https://cdn.e-uchina.net/media/shop/007850/e5c11b4bb9408056dad8e1545d6cf44fd70bc8c2.jpg,沖縄県知事（1）第5410号
(株)なかいち開発,沖縄県沖縄市知花 5-15-5 池原ビル1F,098-923-3400,https://www.e-uchina.net/fudosan_kaisha/7240,09:30〜19:30,日曜日,https://cdn.e-uchina.net/media/shop/007240/d78c97b8f2687cadddad26525fb8cb85aef23ee2.jpg,沖縄県知事免許(2)第4663号
(有)仲生ハウジング,沖縄県那覇市与儀 2-2-1,098-835-2490,https://www.e-uchina.net/fudosan_kaisha/5163,09:00〜18:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005163/c4bcfda1816a37a505d209c018c2bfab8dd9c496.jpg,沖縄県知事免許(8)第2373号
(株)中頭宅建,沖縄県北谷町桑江 589-16,098-936-8880,https://www.e-uchina.net/fudosan_kaisha/5901,08:00〜20:00,年中無休,https://cdn.e-uchina.net/media/shop/005901/4f6dc085933d4ddb9558c8bd63e1622f8a3de168.jpg,沖縄県知事免許(1)第4756号
中曽根興産株式会社,沖縄県今帰仁村兼次 530-1,0980-56-1171,https://www.e-uchina.net/fudosan_kaisha/7983,08:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/007983/c71017ebd3d82eb0c2e4f2fadc9541566089bcfe.jpg,沖縄県知事(3)第3985号
(有)ナカハウジング,沖縄県那覇市古波蔵 3-18-7,098-836-2111,https://www.e-uchina.net/fudosan_kaisha/5973,09:00〜18:00,日曜日・年末年始・お盆・GW,https://cdn.e-uchina.net/media/shop/005973/680cdc0fd03c9e8a80e8a151f3fc859e4809e699.jpg,沖縄県知事免許(5)第3434号
ナカマホーム株式会社,沖縄県石垣市美崎町 10,0980-87-0919,https://www.e-uchina.net/fudosan_kaisha/6464,月〜金 10:00〜17:00,土・日・祝日・GW・お盆・年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第5018号
（株）ナカムラ産業,沖縄県那覇市古波蔵 4-7-5 4階,098-857-7727,https://www.e-uchina.net/fudosan_kaisha/7960,AM 09:00〜19:00PM 01:00〜19:00,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許番号（1）第5494号
(株)名護さくら不動産,沖縄県名護市城 1-18-3,0980-43-0006,https://www.e-uchina.net/fudosan_kaisha/5673,月ー土 09:00〜18:00,日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005673/e6d74143c4b9dd9e724a2db817b160fb5fec96f6.jpg,沖縄県知事免許(3)第4067号
名護美ら海不動産,沖縄県名護市大中 3-14-8 仲兼久ビル102,0980-43-5533,https://www.e-uchina.net/fudosan_kaisha/5597,月曜-金曜 09:30〜18:30土曜日 09:30〜17:00,日曜日、祝祭日,https://cdn.e-uchina.net/media/shop/005597/046e11d55f81c5ae8ed335ab2d1d93d17cdf618e.jpg,沖縄県知事免許(2)第4435号
梨の木不動産,沖縄県宜野湾市大山 4-9-1 1F,098-943-1882,https://www.e-uchina.net/fudosan_kaisha/5552,月ー土 09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005552/779ba2ffeafb5bcf336639541ae53a9f05282443.jpg,沖縄県知事免許(2)第4393号
合同会社ナチュレ,沖縄県本部町東 119,0120-725-720,https://www.e-uchina.net/fudosan_kaisha/6442,10:00〜18:00,水曜・日曜・お盆・GW,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第4943
那覇の不動産屋さん　株式会社東静プランニング,沖縄県那覇市上之屋 1-10-3 エレガンス・コーポフェリーチェ205,098-860-0533,https://www.e-uchina.net/fudosan_kaisha/7895,10:00〜19:00,水曜日,https://cdn.e-uchina.net/media/shop/007895/4eef58ecc3ab325bc4689995720ab0f588a822cc.jpg,国土交通大臣（1）第10183号
(有)那覇ホーム,沖縄県那覇市樋川 1-9-2 パークシティ樋川1F,098-836-3996,https://www.e-uchina.net/fudosan_kaisha/6902,09:00〜17:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/006902/7f68b34284651b08e85ff4992dbcddded66f1ab6.jpg,沖縄県知事免許(5)第3395号
(株)ナレッジ･プラン,沖縄県名護市宮里 587-5 サンゲンビル201,0980-52-5988,https://www.e-uchina.net/fudosan_kaisha/6372,09:00〜18:00 月～金09:00〜16:00 土,日･祝日,https://cdn.e-uchina.net/media/shop/006372/639f59cfba2565cadeb18740c8c5bcde7cdd8fbd.jpg,沖縄県知事免許（4）第3816号
南海観光 （不動産）,沖縄県奄美市名瀬入舟町 5-32,0997-53-3101,https://www.e-uchina.net/fudosan_kaisha/5554,月～土曜日 09:00〜17:00,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許（8）3135号
南海堂,鹿児島県奄美市名瀬朝仁町 27-18,0997-53-3039,https://www.e-uchina.net/fudosan_kaisha/7916,,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許(4)第5472号
